PredictionString,image_id
4 0.999549 210.294 323.451 652.082 474.065 7 0.485727 0.0 862.103 250.181 1023.182 7 0.418612 121.851 724.488 296.309 828.731 7 0.402641 0.0 838.43 443.878 1023.779 7 0.333042 168.0 883.32 464.173 1019.065 0 0.170982 121.375 725.936 293.582 829.107 4 0.169688 62.101 601.083 449.62 720.077 7 0.138077 34.53 832.795 140.723 871.994 0 0.100953 15.206 811.85 161.137 881.745 5 0.088115 59.668 600.791 437.502 719.498 0 0.085155 34.912 694.083 350.921 821.328 3 0.063326 70.078 599.115 418.449 717.998 1 0.060803 40.996 711.349 339.941 823.336 0 0.059343 281.534 821.177 344.596 860.119 0 0.05279 892.976 612.494 947.969 666.892 1 0.034021 29.437 648.421 388.52 836.944 7 0.032769 272.582 742.687 349.157 868.639 0 0.029269 21.367 634.015 369.404 862.783 7 0.026116 69.895 599.319 416.849 718.679 ,test/0010.jpg
5 0.997967 809.855 261.683 1004.929 401.49 5 0.979536 482.62 359.722 1021.988 718.744 5 0.96772 673.712 414.403 882.975 566.889 5 0.966399 11.942 591.526 940.677 1024.0 5 0.960504 466.49 116.814 773.57 321.049 6 0.928251 8.66 149.785 540.795 776.667 5 0.856324 622.507 299.546 770.032 455.945 5 0.776426 80.512 634.029 609.335 823.283 5 0.730851 709.783 323.448 920.337 467.465 5 0.431534 586.396 244.91 775.845 336.335 0 0.418664 2.96 2.966 804.047 318.098 5 0.395869 40.992 401.085 673.386 850.238 5 0.383628 896.573 409.859 1023.408 651.611 5 0.333683 520.278 698.548 923.421 1021.708 0 0.242996 2.858 923.021 154.042 1022.163 5 0.205543 9.558 82.742 547.174 813.994 0 0.202415 593.291 246.702 776.458 338.1 5 0.189724 1.83 139.006 796.641 992.068 0 0.183343 0.0 54.189 1009.504 1024.0 5 0.178701 0.0 717.358 607.052 1018.182 5 0.176818 250.165 499.592 622.92 703.475 2 0.175132 711.297 323.014 920.246 461.656 7 0.174855 710.465 325.317 920.462 465.605 5 0.173734 330.072 502.349 541.989 579.719 7 0.15168 1.005 915.646 154.091 1022.755 0 0.150315 514.682 784.163 1015.638 1023.751 4 0.146686 619.584 282.077 773.406 458.408 5 0.13731 35.983 512.312 568.153 767.511 5 0.128564 550.596 836.822 905.082 1022.617 3 0.116735 707.757 323.545 920.328 458.15 5 0.109845 1.016 748.246 36.216 924.481 5 0.109429 345.734 501.299 451.193 564.788 0 0.101697 464.56 124.043 770.315 317.76 5 0.100862 760.499 418.697 1023.077 688.793 5 0.100571 562.048 691.761 886.514 893.087 0 0.100186 679.67 272.729 765.379 326.508 7 0.081282 0.0 747.274 37.351 922.117 5 0.076878 0.026 918.197 155.062 1022.796 1 0.074793 597.79 256.297 778.72 344.573 7 0.073071 470.713 140.816 755.702 321.415 0 0.067002 674.703 684.913 1024.0 1024.0 4 0.065524 461.402 124.217 777.155 317.955 1 0.058584 0.0 750.29 34.328 928.169 5 0.053484 607.041 284.612 690.085 332.145 0 0.051109 0.0 750.29 34.328 928.169 5 0.040153 642.939 373.723 1013.605 904.782 5 0.038972 286.984 201.469 1024.0 1011.551 0 0.037923 12.169 491.412 435.554 759.592 5 0.037477 633.196 665.902 1014.954 1024.0 0 0.036336 0.0 0.0 1024.0 581.286 5 0.035411 544.187 288.202 625.214 341.914 5 0.035246 549.745 183.043 777.072 341.154 7 0.034075 0.0 82.748 1011.108 1024.0 0 0.031262 19.958 125.379 530.272 811.388 1 0.031072 592.382 273.704 760.58 322.323 1 0.029235 678.228 271.51 765.095 325.375 0 0.028528 9.056 440.944 186.73 1017.378 7 0.028166 583.123 245.908 777.788 326.118 0 0.027906 658.608 253.724 750.941 322.435 4 0.027285 533.569 300.495 642.855 351.239 5 0.02644 296.01 834.23 549.477 1019.663 5 0.02589 29.051 489.21 342.656 764.589 1 0.025596 672.405 253.895 775.239 298.878 ,test/0011.jpg
0 0.706685 292.94 409.826 552.708 794.235 1 0.346194 288.971 409.378 552.01 791.261 7 0.179522 289.652 409.9 552.153 791.674 0 0.072925 193.672 723.41 306.526 796.208 ,test/0012.jpg
1 0.997457 220.765 482.809 524.23 801.373 1 0.980086 299.162 307.16 870.729 643.525 1 0.907426 185.955 377.791 481.037 493.387 1 0.475242 233.975 346.091 289.623 397.912 1 0.346164 185.603 476.81 485.226 511.683 1 0.345857 490.182 629.447 546.784 676.974 1 0.191411 284.339 334.402 559.424 655.913 1 0.188163 390.967 490.868 478.031 618.273 1 0.167112 185.791 502.904 241.936 670.312 1 0.142966 391.553 482.48 500.561 716.311 0 0.113675 674.779 394.685 802.845 423.25 1 0.089098 184.567 366.304 543.868 721.465 1 0.086638 199.252 483.861 419.003 508.593 0 0.068513 625.036 399.856 739.949 504.929 1 0.066364 391.767 493.637 567.942 624.418 1 0.065774 168.559 509.749 228.017 542.941 1 0.060229 189.529 505.34 232.163 593.275 0 0.041863 678.859 405.438 798.938 438.262 1 0.037559 287.206 411.982 505.232 721.842 1 0.036963 482.22 524.842 552.514 676.131 0 0.036406 524.399 384.332 807.189 455.322 1 0.03612 470.959 517.73 559.199 620.936 1 0.03573 486.625 621.781 551.266 655.833 1 0.034136 232.779 629.19 524.172 807.326 1 0.028418 195.149 470.879 454.271 695.465 1 0.027502 193.886 507.382 230.514 555.531 1 0.027253 182.524 311.797 800.876 523.97 0 0.026698 630.963 397.49 795.022 433.407 ,test/0013.jpg
7 0.999811 5.787 252.434 837.854 893.592 7 0.98566 6.786 121.79 437.529 360.68 7 0.298478 8.368 157.746 272.129 317.587 0 0.242552 1.923 265.752 129.957 345.647 0 0.125094 165.427 154.692 235.872 283.213 7 0.11453 243.285 200.557 449.752 340.552 7 0.051776 31.428 217.68 442.463 701.208 0 0.046031 23.888 539.448 375.303 712.087 7 0.045022 316.767 212.165 438.703 318.636 ,test/0014.jpg
7 0.999957 293.149 226.589 785.8 806.969 7 0.690131 162.827 792.105 280.804 874.286 5 0.083262 295.127 530.121 361.047 653.215 0 0.073286 160.22 788.686 287.029 871.872 5 0.037783 286.891 576.352 311.425 642.387 ,test/0015.jpg
2 0.999981 298.742 377.088 700.54 755.74 0 0.84147 32.59 65.315 386.338 249.675 7 0.155755 31.061 67.087 398.234 245.077 1 0.030334 30.246 66.593 399.078 245.196 ,test/0016.jpg
5 0.405299 81.897 76.775 939.013 909.518 1 0.282838 84.351 83.388 934.076 909.448 0 0.070979 78.383 75.226 940.247 909.258 7 0.027535 87.256 84.07 934.849 897.978 ,test/0017.jpg
6 0.992165 153.842 146.719 972.171 819.839 0 0.810166 616.871 361.876 757.095 492.246 0 0.656231 452.594 381.473 735.053 640.64 0 0.449809 205.801 165.075 630.79 405.111 0 0.320405 155.026 158.454 971.686 814.062 0 0.084192 332.83 489.542 957.902 810.881 0 0.058063 315.369 219.162 604.314 334.387 0 0.051942 704.186 523.516 967.906 726.88 0 0.048803 177.752 363.813 593.616 770.391 0 0.029011 336.19 162.209 704.697 640.711 0 0.027757 456.329 365.824 892.323 769.969 ,test/0018.jpg
1 0.996582 744.307 133.994 978.816 492.592 6 0.995663 479.628 122.797 705.642 381.69 6 0.995386 635.51 54.392 860.288 334.911 1 0.984649 477.021 258.566 763.634 651.815 1 0.980258 345.525 408.132 539.158 672.081 1 0.967351 671.354 577.297 952.701 821.101 1 0.951949 358.051 590.897 558.428 819.13 1 0.930455 753.02 393.454 950.039 517.768 1 0.904742 207.408 492.171 331.588 755.114 1 0.8924 0.154 604.725 130.703 753.386 1 0.885367 673.947 762.653 923.785 936.444 1 0.831482 0.297 408.237 223.847 616.288 1 0.792635 84.189 530.347 213.577 640.261 1 0.784475 545.036 699.784 700.943 781.0 1 0.779544 518.368 723.628 679.19 872.418 1 0.778902 865.072 108.473 983.58 222.852 1 0.75291 741.464 434.635 956.14 618.029 1 0.741103 6.069 588.007 82.242 653.873 1 0.704979 688.194 779.051 880.237 838.484 1 0.667809 203.573 433.272 297.054 528.971 1 0.664129 706.909 577.942 928.324 670.339 1 0.592128 131.945 668.266 351.79 925.919 1 0.563488 356.249 832.478 530.974 1006.473 5 0.544506 135.497 812.956 357.302 986.073 1 0.522356 827.346 578.116 922.478 624.429 1 0.507092 541.178 622.618 707.378 797.63 1 0.488856 147.443 765.376 342.196 902.67 1 0.488459 165.146 725.059 334.244 778.398 1 0.474848 548.132 574.724 743.125 663.284 1 0.456227 117.147 631.237 217.334 794.482 1 0.445803 373.696 793.731 496.922 833.379 1 0.367746 361.028 808.174 527.647 930.613 1 0.324621 550.617 609.78 712.695 669.467 1 0.270762 126.171 655.383 178.714 726.737 0 0.234684 355.908 834.541 530.011 966.371 1 0.232377 707.428 578.024 750.407 621.923 1 0.21477 349.239 692.225 532.325 944.765 1 0.214655 124.109 662.111 343.339 792.555 1 0.200986 9.891 533.638 219.842 762.086 1 0.200775 355.358 927.882 461.515 1018.09 1 0.164289 1.448 743.848 92.382 951.908 1 0.16297 907.734 89.324 933.577 130.573 1 0.162145 45.478 499.548 305.766 639.314 1 0.158507 27.557 483.093 214.835 664.095 1 0.153775 357.056 712.749 514.151 846.933 6 0.144161 468.229 231.57 726.953 466.219 1 0.142368 721.835 313.574 963.69 808.952 1 0.141976 471.439 260.707 753.574 470.993 5 0.13971 142.062 756.969 344.699 916.364 1 0.129662 84.622 722.131 147.065 840.336 1 0.129267 120.224 719.322 192.473 791.648 1 0.119771 366.91 863.564 502.545 924.483 1 0.11961 363.492 823.295 515.882 877.316 1 0.117344 115.803 628.753 205.758 736.005 1 0.115577 122.869 574.744 342.653 806.886 1 0.10902 10.213 617.666 109.129 668.176 0 0.106819 355.542 922.02 464.342 1017.347 1 0.106819 65.626 490.278 332.35 732.222 1 0.097563 744.729 579.104 929.13 619.013 0 0.094869 357.672 907.09 530.235 984.468 0 0.090625 871.3 111.045 980.754 220.579 5 0.08928 542.629 701.146 702.861 776.992 1 0.082711 169.372 632.55 207.579 712.222 5 0.07945 119.816 653.156 181.131 728.261 1 0.078348 125.02 707.679 347.121 784.097 5 0.077976 144.836 832.243 344.68 900.028 1 0.063656 388.839 966.846 459.802 1017.331 1 0.063259 476.706 843.697 531.539 913.861 1 0.062979 559.236 575.745 957.023 678.378 5 0.060756 17.974 747.023 62.535 949.593 1 0.057106 791.832 576.271 926.148 639.939 1 0.056199 555.357 701.887 702.438 741.927 0 0.05421 911.814 97.834 942.433 133.989 0 0.051899 875.166 105.394 939.039 188.069 1 0.050391 197.518 692.394 336.824 738.972 1 0.045332 745.42 279.435 938.089 525.433 5 0.045204 135.424 643.75 355.19 974.869 1 0.044789 344.832 617.572 399.996 863.64 0 0.04153 356.647 915.012 486.13 963.031 1 0.040351 280.69 483.123 322.112 525.712 1 0.03983 94.791 792.227 149.264 844.115 0 0.039349 208.591 430.999 297.535 524.574 1 0.038706 320.315 624.864 372.541 889.318 1 0.038096 154.498 632.347 207.847 670.822 1 0.037611 488.524 591.161 543.471 616.722 1 0.037042 327.202 613.96 359.635 750.124 1 0.036324 346.548 686.918 377.795 857.973 0 0.035944 353.298 854.044 469.538 992.283 5 0.035659 81.739 724.144 147.048 839.192 1 0.035323 355.052 822.545 500.916 855.731 1 0.034971 358.527 770.243 508.466 834.76 1 0.034159 103.131 609.033 210.546 643.416 1 0.034045 356.87 906.185 532.864 997.329 0 0.033266 357.607 920.223 444.762 952.689 1 0.032381 333.021 688.384 358.926 889.468 1 0.03231 288.723 759.82 338.485 870.019 1 0.032067 188.288 649.258 336.685 748.787 1 0.03203 362.497 689.436 393.09 827.075 1 0.031867 359.141 789.05 510.395 853.549 1 0.030606 210.251 501.486 284.171 532.633 0 0.030223 359.753 866.702 510.884 925.796 0 0.030186 359.731 825.666 508.328 870.372 1 0.029712 735.845 514.393 941.476 612.648 5 0.029179 578.021 704.738 700.883 751.881 1 0.028003 151.145 659.236 212.386 714.268 1 0.027714 250.583 692.194 348.188 882.58 0 0.027558 412.208 915.178 490.243 983.848 5 0.027509 1.448 743.848 92.382 951.908 0 0.026554 400.516 918.433 465.286 1007.429 1 0.026161 106.179 617.525 137.787 645.143 1 0.026014 225.517 731.123 335.36 769.609 1 0.025952 745.819 322.66 799.26 464.194 1 0.025222 180.198 762.766 318.102 789.169 ,test/0019.jpg
0 0.893871 438.573 343.031 646.5 671.523 1 0.207318 438.522 347.377 646.378 670.737 ,test/0020.jpg
0 0.656328 373.909 241.178 633.393 789.169 1 0.540006 379.424 243.898 634.1 787.161 ,test/0021.jpg
0 0.855694 103.81 413.048 710.214 827.82 2 0.649204 90.587 415.274 710.149 837.873 0 0.369189 942.363 923.03 1023.534 1022.623 6 0.111832 943.237 923.773 1024.0 1024.0 7 0.083426 187.35 410.334 705.468 732.337 1 0.046639 75.728 419.568 716.115 837.548 0 0.044626 137.896 616.022 715.698 830.614 ,test/0022.jpg
3 0.999669 304.326 361.691 746.21 824.778 ,test/0023.jpg
7 0.999839 3.719 0.0 473.848 692.356 7 0.999055 421.594 0.911 1021.946 459.646 2 0.92662 324.495 322.87 603.74 639.415 7 0.737812 705.062 421.365 833.083 635.401 7 0.345389 180.889 4.889 299.134 141.916 0 0.218324 175.573 3.616 301.104 139.406 9 0.156727 179.232 8.117 299.182 137.377 7 0.143533 382.353 0.47 493.103 51.069 0 0.131057 161.223 848.679 205.664 889.137 7 0.084238 208.726 573.223 336.068 687.547 7 0.06095 164.61 839.621 230.149 879.302 7 0.051919 240.098 2.038 299.334 87.064 0 0.03942 173.519 837.449 227.148 873.6 7 0.033382 161.373 2.506 482.915 139.894 7 0.032368 279.606 0.0 477.337 109.689 7 0.027966 20.341 506.202 345.904 687.774 7 0.026958 380.655 0.715 501.413 26.459 ,test/0024.jpg
1 0.64242 255.362 553.927 630.351 775.656 0 0.525247 257.256 553.539 629.783 772.447 7 0.514224 480.116 922.58 552.849 967.756 0 0.239343 324.186 756.502 494.635 838.605 0 0.108651 481.961 925.343 551.241 967.272 0 0.032307 0.976 865.181 30.62 941.906 5 0.030748 30.053 847.996 114.527 917.672 ,test/0025.jpg
4 0.999431 575.802 389.245 689.318 618.797 ,test/0026.jpg
7 0.999688 98.242 417.06 583.835 683.656 7 0.999459 538.649 447.315 966.91 748.07 7 0.417969 108.371 481.226 215.447 524.931 5 0.417316 649.361 58.392 748.362 158.49 5 0.315603 87.368 109.894 400.617 344.126 1 0.237723 413.82 33.274 578.422 178.877 7 0.198939 112.15 429.787 271.023 521.665 1 0.157596 106.433 487.343 205.367 524.67 1 0.125673 372.021 199.636 634.626 404.505 5 0.086152 369.7 199.786 634.323 402.831 1 0.069288 564.224 29.941 675.253 162.301 5 0.063154 0.0 343.507 120.233 607.364 5 0.062021 838.657 634.564 902.904 695.02 0 0.057401 108.263 484.37 216.421 522.713 1 0.052563 694.971 196.577 1003.98 358.78 4 0.036798 839.21 635.619 902.805 695.39 6 0.030512 89.44 114.185 402.393 341.339 7 0.028264 643.393 60.75 750.255 157.703 1 0.028204 616.78 127.829 1016.852 361.49 ,test/0027.jpg
7 0.996146 460.767 481.11 707.009 701.688 ,test/0028.jpg
7 0.999004 234.511 465.887 737.937 839.458 7 0.71534 197.598 437.001 422.09 628.543 0 0.463455 438.632 272.708 496.984 321.468 7 0.033382 627.788 664.291 757.846 848.264 ,test/0029.jpg
2 0.841188 215.612 383.259 758.181 705.512 1 0.728387 0.0 54.711 96.485 113.489 7 0.197139 0.0 55.875 96.948 117.273 0 0.178805 0.17 51.224 96.081 110.386 0 0.169512 211.181 383.729 763.704 705.596 7 0.136549 207.723 383.328 767.777 707.675 ,test/0030.jpg
5 0.997364 416.53 412.65 752.751 824.962 0 0.996263 369.002 416.195 475.221 506.166 7 0.353944 8.579 738.67 101.783 841.16 0 0.030604 375.375 414.463 428.452 480.566 ,test/0031.jpg
